C1_315080900H_000210,屏東縣,琉球鄉,屏東縣琉球鄉大寮漁港,120.37396,22.33444
C1_315080900H_000212,屏東縣,琉球鄉,屏東縣琉球鄉中澳沙灘,120.38764,22.35093
C1_315080900H_000213,屏東縣,琉球鄉,屏東縣琉球鄉民族路20-1號,120.3812,22.35435
C1_315080900H_000214,屏東縣,琉球鄉,屏東縣琉球鄉多仔坪潮間帶,120.3653,22.34978
C1_315080900H_000220,屏東縣,車城鄉,屏東縣車城鄉四重溪溫泉區,120.75028,22.09583
C1_315080900H_000223,屏東縣,恆春鎮,東門-恆春鎮東門路;西門-恆春鎮中山路;南門-恆春鎮恆南路;北門-恆春鎮北門路,120.7448,22.00085
C1_315080900H_000225,屏東縣,滿州鄉,屏東縣滿洲鄉都魯路七孔瀑布,120.80129,22.02578
C1_315080900H_000226,屏東縣,滿州鄉,屏東縣滿洲鄉港口吊橋,120.84194,21.98874
C1_315080900H_000227,屏東縣,滿州鄉,屏東縣滿洲鄉九棚大沙漠,120.8763,22.11606
C1_315080900H_000228,屏東縣,滿州鄉,屏東縣恆春鎮墾丁路596號,120.83841,22.04385
C1_315080900H_000235,屏東縣,恆春鎮,屏東縣恆春鎮鵝鑾里鵝鑾路301號,120.85111,21.90085
C1_315080900H_000236,屏東縣,恆春鎮,屏東縣恆春鎮龍坑,120.86485,21.90035
C1_315080900H_000238,屏東縣,恆春鎮,屏東縣恆春鎮白砂灣,120.71759,21.93465
C1_315080900H_000240,屏東縣,恆春鎮,屏東縣恒春鎮草潭路4號,120.74177,21.96509
C1_315080900H_000241,屏東縣,恆春鎮,屏東縣恆春鎮小灣,120.80513,21.94126
C1_315080900H_000244,屏東縣,東港鎮,屏東縣東港鎮落日灣,120.47893,22.45701
C1_315080900H_000245,屏東縣,東港鎮,屏東縣東港鎮映霞橋亭,120.48694,22.43805
C1_315080900H_000317,屏東縣,東港鎮,屏東縣東港鎮大鵬灣環灣道路,120.47316,22.45595
C1_315081000H_000001,連江縣,南竿鄉,連江縣南竿鄉仁愛村95-1號,119.9281,26.142
C1_315081000H_000002,連江縣,南竿鄉,連江縣南竿鄉復興村208號,119.9534,26.1603
C1_315081000H_000003,連江縣,東引鄉,連江縣東引鄉樂華村160-1號,120.4842,26.3637
C1_315081000H_000005,連江縣,南竿鄉,連江縣南竿鄉北海坑道,119.929,26.1421
C1_315081000H_000006,連江縣,南竿鄉,連江縣南竿鄉東北方,119.9526,26.16417
C1_315081000H_000007,連江縣,南竿鄉,連江縣南竿鄉福澳與清水之間的山腰上,119.9403,26.1561
C1_315081000H_000009,連江縣,南竿鄉,連江縣南竿鄉清水村135號,119.93946,26.14785
C1_315081000H_000011,連江縣,南竿鄉,連江縣南竿鄉雲台山下，南竿島西南方突出處的灣澳,119.9126,26.14565
C1_315081000H_000023,連江縣,南竿鄉,連江縣南竿鄉突出於鐵板沙灘與北海坑道之間一座岬角,119.9281,26.141
C1_315081000H_000026,連江縣,南竿鄉,連江縣南竿鄉馬祖村4-1號,119.924,26.14093
C1_315081000H_000027,連江縣,南竿鄉,連江縣南竿鄉連江縣政府正前方,119.9521,26.1566
C1_315081000H_000028,連江縣,南竿鄉,連江縣南竿鄉鐵板天后宮,119.9242,26.1419
C1_315081000H_000030,連江縣,南竿鄉,在大漢據點正上方，可於面對北海坑道右側觀景台欣賞,119.96305,26.16691
C1_315081000H_000031,連江縣,南竿鄉,連江縣南竿鄉仁愛村(鐵板),119.9202,26.1702
C1_315081000H_000032,連江縣,南竿鄉,連江縣南竿鄉四維村,119.9202,26.1702
C1_315081000H_000033,連江縣,南竿鄉,連江縣南竿鄉津仁,119.9144,26.1452
C1_315081000H_000036,連江縣,南竿鄉,連江縣南竿鄉福澳港,119.9374,26.1542
C1_315081000H_000037,連江縣,南竿鄉,連江縣南竿鄉雲台山,119.95749,26.16341
C1_315081000H_000040,連江縣,南竿鄉,連江縣東引鄉天王澳後方，一座近百公尺高的天然海蝕崖,119.93077,26.14347
C1_315081000H_000041,連江縣,東引鄉,連江縣東引鄉燕秀潮音,120.489,26.3586
C1_315081000H_000043,連江縣,東引鄉,連江縣東引鄉太白天聲,120.5098,26.3657
C1_315081000H_000045,連江縣,東引鄉,連江縣東引鄉忠誠門,120.4865,26.3671
C1_315081000H_000046,連江縣,東引鄉,連江縣東引鄉中柱島,120.29617,26.22117
C1_315081000H_000047,連江縣,東引鄉,連江縣東引鄉中柱島內感恩亭,120.484,26.3706
C1_315081000H_000049,連江縣,東引鄉,連江縣東引鄉后澳上方約600公尺的北固礁,120.2834,26.22588
C1_315081000H_000050,連江縣,東引鄉,連江縣東引鄉西引西北角，上門流北方的礁石群,120.2834,26.22588
C1_315081000H_000051,連江縣,東引鄉,連江縣東引鄉后澳,120.4776,26.3813
C1_315081000H_000053,連江縣,東引鄉,連江縣東引鄉北澳口南方，位於加油站旁的小徑下方,120.4882,26.37
C1_315081000H_000054,連江縣,東引鄉,連江縣東引鄉在南澳七棟上方山頭,120.4873,26.3683
C1_315081000H_000056,連江縣,莒光鄉,連江縣莒光鄉福正村1號,119.9813,25.9652
C1_315081000H_000058,連江縣,莒光鄉,連江縣莒光鄉東莒島,119.9737,25.9561
C1_315081000H_000060,連江縣,莒光鄉,連江縣莒光鄉東莒島的西側海邊,119.9813,25.9652
C1_315081000H_000061,連江縣,莒光鄉,"連江縣莒光鄉東莒島的南側,是東莒島週邊的三座小島之一",119.9731,25.9549
C1_315081000H_000062,連江縣,莒光鄉,連江縣莒光鄉東莒島福正聚落通往大埔聚落途中的澳口，位在福正村南面,119.9776,25.9597
C1_315081000H_000064,連江縣,莒光鄉,連江縣莒光鄉東莒島犀牛嶼,119.9725,25.9668
C1_315081000H_000066,連江縣,莒光鄉,連江縣莒光鄉西莒島蛇島,119.916,25.9846
C1_315081000H_000067,連江縣,南竿鄉,樂道澳,119.98481,25.97949
C1_315081000H_000068,連江縣,莒光鄉,連江縣莒光鄉東莒島,119.9632,25.9502
C1_315081000H_000070,連江縣,莒光鄉,連江縣莒光鄉東莒島福正聚落,119.982,25.9667
C1_315081000H_000071,連江縣,莒光鄉,連江縣莒光鄉東莒島北方一座小島,119.9725,25.9668
C1_315081000H_000072,連江縣,北竿鄉,連江縣北竿鄉?里村47號,119.9746,26.2161
C1_315081000H_000073,連江縣,北竿鄉,連江縣北竿鄉后沃村後方大沃山,120.01249,26.22304
